,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78
source_dataset:BT-20,1.5798178,-2.7719953,1.237037,1.7557954,-1.4027432,-0.7250504,-0.9536511,0.85548824,0.80585146,0.14746933,-0.42945373,-0.43047285,-1.1698946,-1.0107559,-2.1575005,1.1279417,0.68564945,-1.4304644,-2.0657482,-0.98229146,1.3602792,0.6526134,-0.013856702,-1.0534127,0.58812445,-1.6901704,-0.36635083,1.0007056,-0.47563696,-2.0328395,-0.9557299,-1.4332224,1.3462986,0.06919735,0.019994183,-0.78332186,-0.71055144,-1.1595422,1.1769398,0.059157293,-0.80551666,-0.20822763,-0.20185885,0.6775008,0.48354247,0.122964054,-0.29179826,0.62970644,0.69061166,0.830918,-0.5749922,-0.36120418,-0.82235116,-0.8443614,-1.7026124,-0.34395,0.8832524,0.7806866,0.13781968,0.34328967,-0.045142915,-1.725486,0.104967505,-1.0500053,1.4889066,-2.184299,1.2470313,0.83037513,-0.68575466,2.6961682,-1.603077,0.70312285,0.33732647,-1.6776646,2.4225457,-0.120927185,0.7301221,1.4323503,0.26955938
source_dataset:COLO 829,-0.25960436,-0.32033256,-0.48762777,-0.5957153,1.1475074,1.4513167,1.1607262,1.8832729,-0.007044508,-1.1380767,1.3287543,0.94604844,-0.20245837,0.5618608,0.96215904,-1.4689807,1.1150793,-0.5172181,-1.9764255,-0.056481346,-0.16950017,-0.23758142,1.1694665,0.07872653,-0.8395272,0.008327708,0.62360835,0.10647972,-0.26814044,2.5009527,-0.68550146,-0.67379546,-0.48540473,-1.0039291,-0.002152246,1.6494293,-0.41400394,-0.31125173,0.3349409,0.85084885,0.15515783,0.060371652,0.33011374,0.67633986,1.3974519,1.1906754,1.1493918,-0.909444,-1.1639277,1.2480812,1.0347037,0.98132616,2.0151951,1.0357583,-1.9167482,0.43079552,-0.3467064,-1.9293302,-0.28213733,1.0269041,-0.13246852,-1.7760702,-0.3395349,0.8688365,-1.5754485,-0.29208502,0.13879026,-1.2905422,-0.41505823,-1.215456,-0.56804615,0.9476355,0.02540993,-0.6953147,0.6136068,0.051222652,-0.3381127,-0.12928557,-0.6963283
source_dataset:MeWo,-1.2896383,0.9616085,-0.32912156,-0.04392875,0.30744478,2.5564845,-0.7115318,-0.22636032,-0.4306298,0.77863455,0.76148117,0.29901806,1.0819805,0.8594352,2.0767484,-1.7644181,-0.8636885,0.38623086,-0.74781704,-1.7297035,-0.34958825,-0.039275236,-0.21707873,-1.0991944,-1.5286438,0.9380995,-0.021592459,-1.2213632,1.8022816,2.3402574,0.40404087,-0.20529824,-0.65232444,-1.2351662,-0.10677114,1.9731518,-0.19707382,-0.7389395,-0.025756996,0.120187104,-0.6667573,1.3338221,-0.38705364,-1.0673134,1.8369195,0.3360427,0.9684716,-0.23045453,-0.5672589,0.443859,2.6106112,0.8879799,1.3908069,-0.30148575,-1.2680931,1.1361514,0.8422225,-2.2753122,-1.3391092,1.1246008,-1.2594789,-1.074097,-0.27735847,1.6798162,-1.6867429,-0.35287422,1.0424947,-1.4242482,-0.42202508,0.395889,-0.6926033,-0.074668385,-1.3974884,0.18709323,-0.45578203,0.5325026,0.82089984,-0.57611465,-1.5192354
source_dataset:EW-16,-1.7470533,-0.30589762,0.27764928,-0.7941088,-0.48632663,-0.14584978,0.342552,-0.250034,-0.21924186,-0.6414581,2.066563,0.11802898,2.3374715,-0.13432826,1.3854768,-1.2243083,-0.73542154,0.8387273,0.1104486,1.1369969,-0.30227023,0.85719377,-0.5644587,2.8061228,0.46723527,0.4374246,0.43147445,0.5252191,-2.07137,0.42954743,0.9229594,0.18789059,-0.6431674,1.822366,-0.05797993,1.366011,1.507997,-1.5397553,0.0070385262,0.5572749,0.38252643,1.3060725,1.1139157,-1.6157912,-1.0843742,0.35571042,-0.43398345,-0.52384233,0.02023618,-0.009574577,1.5084785,0.25197858,1.155686,1.9412353,0.5564769,-0.30492523,-1.4739709,-0.1440651,-0.31951812,0.23907502,0.35858375,0.20572726,-0.21065038,-0.078508526,0.09475981,0.15759966,-1.69207,-1.579447,-1.3429449,-1.1941297,1.0325967,-1.3713076,-0.56383383,-0.016149119,-1.9754897,0.22042185,0.81497467,2.163048,-1.3352891
source_dataset:Lu-99A,0.16408058,-0.16944505,0.8496062,-0.5267234,-0.6863846,1.1164459,0.49179837,0.021528706,0.8670343,1.5212121,0.87955415,0.2022511,-1.7687296,-0.32360536,-0.933082,-0.09249897,-0.0856373,0.8222555,-0.792906,1.2635877,0.6131287,-0.71533495,1.9077433,0.10689628,-1.9996562,-1.2664518,-1.608225,0.18250136,-0.71437377,1.1259294,-0.7718836,1.2615802,0.10948473,-0.9710361,-0.834027,0.5485297,1.4334081,-0.3639384,-0.5262835,0.4631933,-1.2067286,-0.03953936,-0.09356503,1.393158,-0.6158045,0.294826,-0.4277404,1.1809765,1.408355,0.52254725,-0.42762393,-0.95530725,-1.4002545,0.05721427,0.6122664,1.5317254,-0.61270654,0.1112723,0.73615146,2.0200276,-0.30419335,1.2046402,0.07942949,-0.34347194,-0.5723836,-0.096740834,-0.08143635,-1.0073406,-0.23922752,-1.2125393,2.0166194,0.5029841,0.25727198,-2.589291,-0.031874724,0.98541415,-0.6057054,-1.9778618,-0.0148326345
source_dataset:SNU-407,-0.23021464,0.9288313,-0.86718935,0.7193748,0.00607023,0.44501972,1.5778223,-0.94243294,-0.9584004,-2.0832238,-1.604641,0.04461304,1.0491526,2.146494,1.0957761,2.459143,0.38816822,-0.2212756,1.9946668,-1.001615,0.6446574,0.51093847,-0.98527753,-0.37644497,1.1093715,-0.73927367,0.6666223,0.5580286,0.75041294,1.0263202,-1.1366972,-2.1513343,-1.0680951,-1.2524382,1.0012974,-1.1268228,-0.16730307,-0.35515195,-0.40189642,1.168478,0.31166935,1.6455061,-0.33811188,-1.3623592,-0.2716591,-1.0253708,-0.35266533,-0.686906,0.79876244,-0.4617315,0.40894726,-0.1292651,1.131944,-0.18426102,0.060724847,1.1590135,1.7632914,1.5776976,0.7516976,-0.68433607,-0.31169456,1.2235166,-1.3561667,0.6368226,-0.54132706,-2.2848172,-0.28157893,0.42180327,1.8056173,0.3174988,-0.5916753,-1.2180693,1.3018122,1.675019,-0.1093732,1.9401239,-1.9727687,-0.3046903,-0.73733765
source_dataset:D-247MG,-0.69174325,-0.36036983,-0.2789898,-1.6675215,0.6272257,-0.416067,1.332313,0.687248,1.073325,0.55047643,-0.21865316,0.41637608,0.8509464,-0.29611385,-1.5536892,-0.5807099,-0.2043622,-0.30764234,1.04721,0.41663918,-0.70775414,-0.38359097,-0.6303369,-0.14814001,0.4411525,0.21332407,-1.5757257,-0.1483102,-0.7209958,-0.48251602,0.42325926,1.8988633,-0.91475713,-0.60759676,0.5408324,0.4293932,-0.12993707,-0.63989,-0.020452643,-0.81915164,-0.5395635,0.19820267,-0.91939014,0.56718665,0.9378702,-0.77414787,-0.035092704,1.0573462,-1.2687545,-0.596661,-0.485707,-0.9167524,-0.55235964,1.8789347,0.5781858,0.96716356,0.049494255,-1.6982791,0.4508996,1.1813672,-1.6934302,-2.0039783,-1.0888716,0.41535604,-1.5350766,-0.2642659,-0.004239942,-0.06379998,-2.6284957,-1.0037322,0.6238823,-0.021657094,0.3417421,0.09325188,0.24736479,-1.302574,-0.50973284,-0.12468696,2.1081514
source_dataset:CAL-78,-0.5630745,-1.3887916,-0.6923336,-1.3383617,0.6841864,0.010005218,0.39927712,0.019302983,0.049626738,0.56695104,-0.71601206,2.0461009,0.16019416,-2.5409565,-0.5000436,0.04148709,0.007559359,0.51480633,1.140996,-0.89427435,-1.0199016,-0.925161,-0.7968823,1.188386,-0.42476925,-0.4108676,-1.2356321,0.47928125,0.0028557596,0.2570442,1.0226163,1.4436014,-1.1109873,-0.47156087,0.9617307,-0.023342136,1.3584903,0.52870977,-0.4937296,-0.941834,1.1022887,0.70626754,-1.4824255,0.5847992,0.9815287,-0.6794079,0.16670093,-0.2497201,0.13964161,-0.0050853416,0.20899135,-0.02618413,-0.18074396,2.532971,-1.3843906,-0.060759574,-1.0421581,-2.043965,-0.79794955,1.1113094,-2.1166751,-0.80983984,-0.40494123,-0.33806267,-0.6397059,-0.45488524,-0.67718863,0.5256814,-1.9835676,-0.4280576,1.5500093,0.8015313,0.25353122,1.0658222,-0.41594425,-1.3998386,1.4055284,-0.47406173,1.0837249
source_dataset:SNU-398,-1.3422312,-1.0369215,-1.0312942,-0.9240191,-0.34124085,-0.43385756,-0.3463687,-0.16269457,-0.80657005,-0.2269041,-0.35749587,0.96110934,-0.075092725,-0.6106744,-0.34993392,-0.292365,-1.0412859,-0.3443843,-0.025482327,-0.22949556,-0.6050409,-1.8916497,1.8246324,0.7930184,0.18571988,-0.47983664,-1.1095449,0.38794965,-0.9010461,0.96795195,1.0847093,-0.97156876,-0.31266528,0.35942435,0.6839875,-0.1190563,0.65319425,-1.7711506,0.9453088,0.94430614,-0.091065854,0.3402012,0.45831668,-1.2804346,-2.0231051,1.1118019,-1.443171,-0.69027257,0.52827895,-0.16128401,0.97234404,-0.2995717,1.4834166,0.44648516,0.14140949,0.2450045,-0.7554961,0.73693687,-1.1237999,-0.2936683,0.20931387,-0.46451938,1.9415936,-0.6812152,0.078968585,1.0736984,-1.2550459,-0.07185664,0.8852585,-1.374537,-0.31168953,-0.7328444,0.08431798,1.1062965,-0.46819293,0.1887255,0.9889962,0.67106795,-0.7138892
source_dataset:A-427,-3.6688256,0.06786071,0.07836831,-0.6865269,-1.0146708,-0.651705,-0.42666677,1.0498964,-0.7753667,0.16406342,0.40596008,0.56248194,-0.006189823,0.5674306,-0.3999054,-0.03759803,-1.4696306,0.19422345,-0.9913586,0.6113435,1.1871678,-1.2618897,0.6952079,-0.21619807,0.017821811,-0.60267496,-1.726764,-0.013620645,-0.12350908,0.022332698,0.9359458,-1.0472867,0.2679027,0.048106015,0.13815889,1.3201706,0.8764332,-1.3751776,-0.67425597,-0.02714461,-1.3201593,-0.35345104,-0.8584355,-0.20604452,-1.5443387,2.9512386,-1.4920918,-0.019997155,1.8490226,-0.10898799,2.8277972,-0.47447276,0.46327212,-0.5245544,1.5239005,-0.21351226,-0.20240664,1.5817279,-0.13884598,-1.1485146,0.7486806,1.439803,0.93415064,-1.4481622,-0.818589,0.7278117,-1.5321426,-1.670449,0.6302424,-0.9171041,0.5343497,-1.6495761,0.48748577,-0.57838094,-1.4734721,0.98933214,0.3772625,-0.73924464,-0.7005646
source_dataset:VAL,0.3723203,1.2266393,0.7553894,-0.115557626,-0.2300911,0.5490008,-2.2537916,-1.0981997,0.37930557,0.24736576,0.45276892,-1.2423776,-0.52452856,0.14037043,0.017163225,0.3817765,-0.17929608,-0.40198776,1.9912591,0.75247645,1.3093349,-0.73833555,0.16686395,-1.3971357,1.82927,1.2571152,0.3169065,-0.6157918,0.7101857,-0.213429,-0.33799994,0.4968031,-0.023637764,1.1222216,0.31278712,-0.28367445,0.80055755,-0.057495173,-0.6288916,0.896429,0.219067,-1.0872722,1.045248,1.0760288,-2.0311499,-1.01688,0.07241941,-0.60519147,-0.9322992,-1.0219624,-0.76169586,1.4452156,1.0765634,0.65208566,-2.1886706,-0.5292904,-0.017314758,-1.0194587,0.8512498,-1.7548851,0.30210623,-0.9674653,1.7616209,0.8844605,1.4004014,2.2904313,0.869239,0.38870487,0.87696284,-0.1995394,-0.22255117,0.91028965,-0.84144205,0.5140395,-0.49025223,0.16892499,-0.8309971,-0.86698973,0.7584807
source_dataset:NCI-H2373,-0.7866902,-0.099387966,-0.22477785,-0.5396434,-0.058637172,0.119873144,-0.14684474,-0.073385604,0.16176078,1.660853,-0.25246668,1.2860906,0.11432099,-1.180735,0.08524636,-1.6129549,-0.09088818,0.30739498,1.2207309,-0.984093,0.07388003,-0.22474265,0.25938237,1.164138,-0.98560214,-0.5233737,-0.59779626,-0.6168105,-0.36319834,0.601787,-0.15253711,1.5034819,-2.4718516,-1.1531384,-2.1774175,1.9904333,0.26652318,-1.0101066,0.24349487,-0.24123925,-0.59977746,1.173313,-1.5278678,1.3394303,0.6443225,0.3382694,0.2085049,0.97277236,0.24017851,0.28230643,-0.5886588,-0.53520346,-0.9498954,-0.5117189,0.031436138,0.7926388,-0.22257107,-0.7830059,-0.21632166,3.231781,-2.4631693,0.110444054,-0.77651703,0.09624404,-0.18829364,-0.3653676,1.2531649,0.3586074,-1.9980245,0.18479986,2.5196638,0.060040258,0.80731213,-2.0447252,-0.8778482,0.60035944,0.7484909,-1.8642077,-1.1832508
source_dataset:KTCTL-140,0.13975523,0.029610548,-0.25726664,-1.8366044,0.2238841,0.4130013,1.2730933,1.0240617,-1.5081828,0.35977468,-0.14108804,-0.303303,-0.79139024,-0.19513282,0.7483496,-0.58292717,0.54176694,0.14458472,0.5309175,1.0543699,-0.35098678,-0.3817542,-0.32318223,-0.8220446,0.11898906,0.289195,-0.6896864,-0.6982779,0.6295499,-0.58754134,-0.49425736,1.5077045,-0.79875326,0.49729246,-2.2926414,0.04877568,1.8822656,0.28982157,-1.7926017,-0.25156745,-0.02390179,-1.9703442,0.16545422,-0.09022622,0.07630715,-0.73188007,-1.6016682,1.6552773,-1.1738586,2.299654,-0.55728495,0.050090343,-0.6445991,1.1492566,1.2468871,0.9624252,1.5052562,-0.14375177,0.19035791,-1.3373543,0.44451958,-0.079224974,-0.9747537,-0.8498478,-0.1696645,-1.308427,-0.47114405,-2.222729,-2.032053,-0.63502026,-0.68306684,-1.2695795,0.55155,-0.7060872,-0.9352823,-0.96238035,-2.0782595,-0.49442625,0.7760703
source_dataset:COLO 741,-2.1324239,0.06010048,-1.7182021,-0.49609452,0.8522247,2.8128238,-0.10998093,0.5301628,-0.021121912,0.15205225,0.21153066,0.57706004,-0.9409407,-0.0950851,1.9403001,-1.2470297,-0.6849785,1.0898776,-0.84222925,-1.172709,0.92912024,0.030700423,1.5415201,-1.3233277,-0.86398214,-0.25523373,0.18376115,-0.11239758,1.2292114,1.8730383,-0.07223761,-0.53146386,-0.6779004,-1.9953192,-0.2573599,1.4758451,0.38677046,-0.36493385,0.7995198,0.07476644,-0.61233383,1.2290701,-0.26929685,0.049552742,1.1924273,0.51230335,0.40549326,-0.4775408,-0.65084374,0.7145555,2.237469,1.340637,2.1275883,0.76415855,-1.0130541,1.0127057,-0.19679995,-1.7856195,-0.43304724,-0.16332823,-0.42089528,-2.1880627,0.37189624,0.6826546,-1.29452,-0.9489914,1.444937,-1.7121139,-0.66075593,-1.2160273,-1.2629228,1.0051451,-0.55774724,1.1845669,0.11721632,0.38188252,1.1977289,-0.8038414,-0.4505819
source_dataset:EGI-1,2.3094504,-2.0174081,-0.6501751,4.3386955,-1.747931,-0.7947827,1.6687828,-0.510473,-1.1285468,-1.2158953,-1.5952543,-1.2455127,1.075177,2.5578308,2.156515,0.3650238,-1.2207862,0.036601607,1.4660211,-0.3264932,0.13965198,1.7740432,-1.8069432,-0.19813654,-1.3180399,-1.6302937,-0.6277522,0.26793948,0.61240095,-0.9919543,-1.74403,-0.37448943,1.6772755,-0.84054464,1.5908965,-0.60838526,-2.6508913,0.19461006,2.535369,1.5740467,-0.008266952,-0.47550908,0.6295647,1.7937871,0.6188809,0.55664945,1.1753757,2.0460246,-0.21086834,-0.2925369,-3.4169505,-1.827727,-1.8701257,-0.9708818,1.0442376,-0.25123084,1.6438711,1.5154839,-0.0052843243,0.1210363,0.16052583,1.5527529,-1.0468036,2.4705405,0.5479039,-3.3988345,2.6547346,2.3857858,0.43501085,1.5978842,0.6254528,0.83043706,-0.12462593,-0.957397,1.5536168,0.9162289,-0.9249779,-1.5201678,-2.560157
source_dataset:Panc 02.03,0.22739346,-0.5917448,-0.36865798,3.273619,-1.7647595,0.28572166,0.9238922,-0.62958413,-0.9078405,-1.0435233,0.1088849,-2.3018806,0.37278536,2.6524296,1.7374747,0.28005415,-1.3526602,0.4686339,0.44274026,-0.44944987,0.5390516,1.7399025,-0.60047686,-0.58145124,-2.0116138,-0.5165253,-0.3214456,0.5682605,-0.53032774,-1.5908396,-1.4188349,-1.2827299,0.89948565,-0.75450826,0.75439334,-0.8848468,-1.6660943,0.3949401,1.2234449,1.8350779,-1.8053155,-0.90663177,-0.40688074,1.5040642,0.95666224,1.2965117,1.1897849,1.7170386,-0.04486122,-0.8935288,-0.6169872,-2.044246,-1.7291994,-1.4122527,2.6539133,-0.28713942,1.8999723,0.27275774,0.87075675,0.7451787,0.09566363,1.4282182,-1.0576881,1.4423783,-0.5337799,-2.069247,1.7426957,0.9697309,-0.52190906,0.38766587,0.6018537,0.8853097,1.075923,-1.3380395,1.4833939,0.5209161,-0.9316436,-0.68415225,-1.3938531
source_dataset:C2BBe1,-1.7931538,-1.8244576,-0.33096102,1.0878768,-0.9297744,-1.0653292,0.088223584,1.9629341,0.84685236,-0.608692,-0.3995717,0.24677189,0.2762489,-0.1036568,1.1523938,1.7049701,0.96269614,-0.83191836,-0.94209427,1.1809449,1.7638495,-0.55894613,-0.89144903,0.07823486,1.8204064,-0.36892593,-0.109086454,-0.1059452,0.9276484,-0.16357702,-0.7273234,0.009435451,-0.52805513,0.0647407,-1.7453674,2.3523448,-0.5885604,0.72454524,0.0029915087,-2.196922,0.89205354,1.9336063,0.19410779,2.3771224,1.9041439,0.56389105,1.0243819,-2.1826463,3.030728,1.3054161,2.0075867,0.92570937,1.086205,0.0726721,-0.32366067,-0.6178908,1.2041315,1.1354959,-0.61377573,-1.1700424,0.49654847,0.40080348,0.1414683,-0.72905576,0.85795796,-2.5180564,-0.90626174,-0.66874075,2.1602745,2.150396,-1.5725676,-2.536151,-0.25210857,-0.51886517,-1.4548937,-1.0327538,-1.0823673,0.780716,-0.21181113
source_dataset:ALL-PO,0.38863507,0.7701956,1.1793224,-0.984274,0.8792971,0.45406455,-2.7967877,-1.590518,0.97674,0.57209295,1.837342,0.34431237,-0.014773702,-0.6245716,0.017176606,-1.4178458,-0.20719776,-0.28295082,-0.42328614,-0.6360327,0.23321986,-0.36714667,1.5778457,-0.660023,1.0650574,0.38911033,-0.08073049,-0.9402257,-0.26055434,-0.056004144,-1.2216084,-0.066429004,1.2224821,2.1296084,0.29998195,0.2278893,-1.0197215,-0.2982999,-1.0950679,-0.058794353,-0.21114866,-1.347441,0.2100196,-0.67947346,-1.4750601,-0.06141217,0.2932922,0.08222376,0.18192215,-1.6997906,0.17516518,1.2712674,-0.5709224,1.8306347,-0.31065485,-0.5640779,0.8559415,0.37323895,1.1915954,0.40764242,1.1335317,-0.24279837,-0.39962727,1.4738625,0.34278068,1.0632858,0.041248277,0.14432469,-1.0884032,-0.5145852,0.42108116,-0.043277115,0.27085352,1.1783807,-0.57354355,-1.0161698,-0.4122479,0.13491924,-0.30380812
source_dataset:LC4-1,-0.4243628,1.099263,1.294894,-0.6665095,1.4390857,0.83801967,-2.1780822,-1.3355861,0.23443311,0.40205422,1.6205276,-0.2066465,-0.05947528,-1.8006034,-0.9299491,-0.9685638,0.41214138,-1.4602062,1.4975965,-0.39084053,0.58995974,-2.6040184,2.223609,-0.902414,0.8121361,-1.0246876,0.15638988,-1.2057292,0.60432696,-0.51206493,-0.23877719,-0.44404507,1.6743654,1.9196427,-0.5744543,-0.58468324,-0.40051162,-0.17275062,0.012827671,0.94522977,0.1090475,-1.2803421,1.24895,-0.055232964,-1.9130914,-0.2564537,0.8579972,-0.22717537,-0.49609494,-1.6700876,0.2548354,0.9675186,-1.2331858,-0.19970846,0.068637095,0.70850736,1.0021882,-0.112157606,0.6922717,-1.5740991,1.1181064,-1.1796534,-0.05507681,2.0758574,-0.5488392,1.3763595,0.21132281,1.2410263,-0.0028368682,-1.268829,0.32468724,-0.12094556,0.21036321,0.96037996,-0.5089508,-1.4478043,-0.7268502,-0.83212566,0.30122325
source_dataset:MRK-nu-1,0.7652947,-0.5281727,0.62569433,1.151128,-2.0076056,-1.6589727,-0.08996913,-0.80854005,-0.23741826,-0.6358608,-0.5274928,0.1802787,-1.0364773,0.008731388,-0.7287747,1.8949844,-0.6688665,0.007917494,-2.0258422,-1.8993965,0.5847569,-0.49851078,0.6902499,-0.38124824,0.2713799,-1.9821107,0.16721143,0.6761393,-0.120809436,-0.46955708,-0.50007856,-2.1504445,0.32872158,2.1875792,-0.06350926,-0.017148763,0.26100197,-0.3460227,2.211013,0.7523741,0.028163435,-0.11740731,-0.9778154,-0.7893254,-0.22429931,0.4441275,-1.3596861,-1.4741439,0.8307582,-0.3988824,0.5949401,-1.2463357,1.9275918,0.52998763,-1.8795862,-0.9479142,0.8177639,0.30148053,-0.8731715,-1.1646124,1.3539498,-0.18887223,0.74316716,-1.22143,0.36279675,0.34665787,-0.123546496,0.3548467,0.4953073,1.1272273,-1.2465365,-0.72187364,0.78128886,-0.6236135,0.23393516,2.4338892,0.28511456,2.1549387,-0.5070241
source_dataset:PE/CA-PJ15,0.9426909,0.080417335,-0.2291705,1.4021198,-2.5877285,0.760525,1.5115,-0.77851754,0.13020891,-2.1883347,0.24491873,-1.4377614,0.78995043,0.5828177,0.3873204,0.04617612,0.17327777,0.30855584,1.241955,-0.83585006,-0.35047513,1.2451705,-0.69711655,0.6373918,-1.1558379,1.058446,1.0500221,2.754197,-0.45181355,-0.39632505,-0.6342078,-1.0088791,0.64680713,0.1668715,-0.7387113,-0.7953061,-1.0531956,0.0992254,0.67283577,0.8134137,-1.0233337,-0.18736418,0.17420189,0.54082793,-0.653821,0.85419697,0.7111585,0.55016685,0.15782124,0.479213,-1.0093755,-0.61726445,-2.7388003,-0.5835037,0.7157452,-0.23714006,1.7978967,-0.061915275,1.3773289,0.61547697,0.13237022,0.7955564,-0.5329229,1.2336326,-0.16261627,-2.4867861,1.3006678,1.9774971,0.5826093,0.5394476,-0.73766226,-0.2050339,1.4773203,-0.05338124,0.3934113,-0.15653129,-0.005652055,-0.12274818,-0.48923832
source_dataset:GCT,0.3210503,-0.37276947,1.3861878,-0.61059666,1.2040523,1.1802819,0.12709141,0.78521883,-0.14055125,1.3238974,-1.0893393,0.26782668,-0.7034012,0.58198786,-0.30977893,-0.52499944,0.3507401,-0.87075764,-0.5490964,0.81310517,0.74523526,0.68944025,0.81002295,-0.30594167,-1.1338135,-1.2762496,-1.1194996,0.48445496,0.1397514,1.1273566,0.24668734,1.2182703,-0.9498788,-1.984071,-0.3799182,1.4314865,1.4010946,-0.75000405,-1.6701932,-0.89425576,-0.14968356,-0.57027036,0.40976208,1.066439,0.61774606,-0.3690039,0.124166384,1.7909695,0.52512646,0.0484714,-0.13112852,0.35205615,0.29895702,-0.025514357,-2.3070955,0.078245126,-1.209244,-0.3219263,1.5140916,1.396064,-1.3918368,0.25376913,-0.45984206,-1.0897961,-0.027324991,0.0015159994,1.0175496,-0.8175697,-0.8258198,-1.3733709,1.6209908,1.2629508,1.5110842,-0.21299294,-0.8567212,-0.5003607,-0.5595931,-1.277241,-0.20031679
source_dataset:NCI-H2122,-1.2756649,0.28713626,-1.645677,0.6722027,-0.42183787,-1.7457337,1.3888639,-1.176686,-0.5454176,-1.4274396,-1.9300643,-0.2775564,0.04240705,1.1982069,0.114509314,1.3641155,-0.20606531,0.14376365,0.27707496,-1.6471694,2.1478732,1.3126649,-0.53903246,-0.30121914,0.27724046,-0.3104183,0.41303775,0.8997185,0.8106314,-1.0835823,0.29450324,-2.0091996,-1.4778135,0.2577237,-0.096172586,-0.23737136,-1.5173981,0.051706098,0.8956451,0.92052555,-0.67906415,-1.2519878,-0.6716402,0.20197897,1.3905187,1.9065315,0.98850244,-0.09714865,-0.5359286,0.39417884,-0.67420876,-0.52831,-1.359725,-1.312406,0.082731955,-0.8780153,0.38621378,0.4449498,-0.20083848,-0.27536416,-0.51080614,0.67945087,-0.0045200475,0.3989213,0.34601778,-0.8876654,0.0010040626,0.797524,0.60983735,0.35062498,-1.1742448,-0.64892894,1.7274154,1.7311645,-0.72960466,0.93211806,-0.95855194,1.2751634,0.377591
source_dataset:EW-22,0.26403123,-0.41940555,-0.59316266,-1.0888425,-0.0128977,0.026745155,0.8292326,-0.3095845,-0.019947156,-0.31644177,1.1658915,-0.026899401,1.7503376,-0.19297184,0.95078194,-1.2261333,-0.32689753,1.2245727,0.6183751,0.3865253,0.13586353,0.7787637,0.07071896,2.4871068,-0.58775586,0.18338388,0.3543784,0.76554656,-2.3707087,0.28465655,1.0851882,0.6527259,-0.40261942,2.4325862,0.6748992,0.7775811,0.7815176,-1.3630314,1.8296874,1.1058553,1.9268034,0.19614004,1.9661974,-2.6186595,-0.6788684,-0.26472366,-0.7375786,-1.2057142,-0.8792949,0.56685483,1.1141821,-0.4315443,1.7347596,0.5671153,-0.010805029,-0.4644994,-1.4342451,0.32235336,-1.1354648,-1.1512587,0.7402193,-0.5277453,1.2784649,0.10443322,0.3329135,0.62104684,-1.1952015,-1.5590053,-0.8058394,-1.1899414,-0.33157557,-0.71618587,-1.083044,1.4405377,-0.45710513,0.2582547,1.1486201,3.0763772,-0.9163655
source_dataset:A-204,-0.6621344,-0.64163995,1.2369392,0.41172874,1.0538372,-0.42390478,0.31600738,1.0333673,-0.42233965,0.05839673,-0.0553167,1.3752551,-0.8901242,0.41425884,-1.5622573,-0.17696884,0.2699641,0.45171297,-1.750891,-0.3645681,-2.1687317,-1.2588708,0.5496911,0.58553666,-0.050926983,1.3357847,-1.5840586,2.4051723,-1.3691404,0.75403684,0.3052172,0.37678987,0.7214397,-1.1520154,0.93240017,0.40440333,1.1309319,-1.2894657,-1.0345491,-1.9882336,-0.737032,0.33725584,-2.3399615,-0.05194615,-0.86543953,0.70694023,-0.42848432,1.1269537,-1.0465289,-1.2027851,1.2955928,-0.86723465,2.5645654,-1.2974843,0.89764464,-0.46055508,-0.5278717,1.6949854,0.15928361,-1.5994211,0.3542856,-1.0643271,-1.0595657,-1.4126893,0.014664219,3.4297552,-0.24892332,-0.3140323,0.36673564,-0.29909837,1.6776763,1.2107402,0.86111724,1.8995962,1.8760755,0.37983277,2.4151547,-0.9606282,-0.23496798
